227	1	-2.187523535561276100e-002
227	2	2.223027535599640300e-002
7	3	-1.428571428571428500e+007
227	3	-2.142857142857142500e+007
228	3	2.142857142857142500e+007
236	3	-1.428571428571428500e+007
228	4	-2.122684737666323900e-002
228	5	2.294244128728146700e-002
7	6	-1.428571428571428500e+007
228	6	-2.142857142857142500e+007
229	6	2.142857142857142500e+007
230	6	-1.428571428571428500e+007
227	7	7.499999999999982200e-001
228	7	0.000000000000000000e+000
229	7	-7.499999999999982200e-001
230	7	4.999999999999987800e-001
233	7	-1.167599999999997300e-007
234	7	-1.175999999999997400e-008
236	7	4.999999999999987800e-001
12	8	-1.789665561659221600e-002
226	8	1.789665561659221600e-002
12	9	2.297817188116505600e-002
226	9	-2.297817188116505600e-002
12	10	1.890690915473474900e-002
18	10	-1.890690915473474900e-002
12	11	-2.150296864345996000e-002
18	11	2.150296864345996000e-002
18	12	-4.971395645871599700e-001
226	12	-5.028595742429622400e-001
232	12	3.697617406281591500e+001
233	12	3.697617406281591500e+001
17	13	-2.003813400752322100e-002
18	13	2.003813400752322100e-002
17	14	2.020566203614834000e-002
18	14	-2.020566203614834000e-002
17	15	2.053169583892598700e-002
231	15	-2.053169583892598700e-002
17	16	-1.972746827390578100e-002
231	16	1.972746827390578100e-002
18	17	-4.999041149809503900e-001
231	17	-5.000950154865627700e-001
234	17	3.733524060096756600e+001
235	17	3.733524060096756600e+001
226	18	-5.024060554212984600e-001
231	18	-4.975904883202645300e-001
232	18	3.694282600353744800e+001
233	18	1.112536003516139400e+002
234	18	1.114590362321007700e+002
235	18	3.714826188402429400e+001
110	19	-2.142857142857142500e+007
225	19	2.142857142857142500e+007
227	19	-1.428571428571428500e+007
228	19	-1.428571428571428500e+007
106	20	-7.437188873255314000e-002
106	21	1.294472382470900200e-002
26	22	-1.428571428571428500e+007
106	22	-2.142857142857142500e+007
107	22	-1.428571428571428500e+007
109	22	2.142857142857142500e+007
109	23	-3.336120714734049800e-002
109	24	1.646834452565085600e-002
26	25	-1.428571428571428500e+007
109	25	-2.142857142857142500e+007
227	25	2.142857142857142500e+007
236	25	-1.428571428571428500e+007
106	26	7.499999999999982200e-001
107	26	4.999999999999987800e-001
108	26	-1.167599999999997300e-007
109	26	0.000000000000000000e+000
227	26	-7.499999999999982200e-001
232	26	-1.175999999999997400e-008
236	26	4.999999999999987800e-001
105	27	-2.142857142857142500e+007
109	27	-1.428571428571428500e+007
110	27	2.142857142857142500e+007
227	27	-1.428571428571428500e+007
104	28	-2.142857142857142500e+007
105	28	2.142857142857142500e+007
106	28	-1.428571428571428500e+007
109	28	-1.428571428571428500e+007
30	29	6.834356552792340300e-003
35	30	2.194770824462434900e+002
102	30	-2.194770824462434900e+002
103	31	-8.810114079090457200e-003
104	32	-1.163099140272106200e-002
34	33	1.377008216048276700e-002
35	34	-1.089312581675503800e+002
43	34	1.089312581675503800e+002
43	35	-3.316945542505991800e-001
102	35	-6.683054456073013200e-001
103	35	-2.029993103481891800e-003
104	35	-2.029993103481891800e-003
37	36	2.548122603120928400e-002
42	37	5.886670749253931900e+001
43	37	-5.886670749253931900e+001
105	38	-1.885962140422876900e-002
110	39	-2.404922762227272600e-002
41	40	2.819668501401087100e-002
42	41	-5.319761083339749800e+001
224	41	5.319761083339749800e+001
43	42	-5.252939414382815600e-001
105	42	-5.948964633417585000e-003
110	42	-5.948964633417585000e-003
224	42	-4.747060581452908200e-001
102	43	-7.226191530596983700e-001
103	43	-2.194972234323340100e-003
104	43	-8.812422554792009500e-003
105	43	-1.009355688157967600e-002
110	43	-3.476106561111006700e-003
224	43	-2.773808460801045500e-001
101	44	-1.428571428571428500e+007
103	44	-2.142857142857142500e+007
104	44	2.142857142857142500e+007
106	44	-1.428571428571428500e+007
49	45	-1.772115144811937200e-002
99	45	1.772115144811937200e-002
49	46	2.327411777537317600e-002
99	46	-2.327411777537317600e-002
49	47	1.734901919370020900e-002
226	47	-1.734901919370020900e-002
49	48	-2.394878108286772200e-002
226	48	2.394878108286772200e-002
99	49	-4.981614442290467900e-001
100	49	3.652309315526589000e+001
108	49	3.652309315526589000e+001
226	49	-5.018377051532658700e-001
101	50	-2.623800430416754100e-002
101	51	1.901688869285980300e-002
98	52	-1.428571428571428500e+007
101	52	-2.142857142857142500e+007
106	52	2.142857142857142500e+007
107	52	-1.428571428571428500e+007
54	53	4.328451227245839900e-003
65	54	-3.465386725051186000e+002
102	54	3.465386725051186000e+002
66	55	-9.756609975416677400e-003
57	56	-1.428571428571428500e+007
63	57	1.049999999999994800e-007
59	58	-1.428571428571428500e+007
63	59	6.999999999999966100e-008
97	59	1.049999999999994800e-007
64	60	-1.323953386432395400e-002
62	61	3.443252009398993700e-003
63	62	-4.356258275890421000e+002
65	62	4.356258275890421000e+002
64	63	-1.530365336813913000e-003
65	63	-9.999999995447160800e-001
97	63	1.606883603654601000e-010
65	64	1.354098964126911000e+002
67	64	1.015574223326370500e+002
97	64	-1.015574223435164400e+002
66	65	-1.264817652011316400e-003
67	65	2.569032408596932900e-001
97	65	-2.569032407544083500e-001
102	65	-6.574623451335639400e-001
67	66	-1.594069427087187300e+002
68	66	1.360976566621140800e+002
97	66	2.330928603705193300e+001
102	66	1.503844941189134900e+002
68	67	-6.288774095984849300e-001
95	67	-2.630071183066852800e-003
96	67	-2.630071183066852800e-003
97	67	-3.711225902724335500e-001
102	67	-3.436730926741772300e-001
95	68	-1.169452995938295000e-002
96	68	-3.029041173362171500e-002
97	68	-9.999999983907936800e-001
101	68	-1.859588177423876200e-002
102	68	2.666666660386441300e+000
103	68	2.789382266135814400e-002
96	69	-1.403391591580216600e-002
96	70	5.143624671558885700e-002
93	71	-1.428571428571428500e+007
96	71	-2.142857142857142500e+007
98	71	-1.428571428571428500e+007
101	71	2.142857142857142500e+007
81	72	2.866252134918116300e-002
99	72	-2.866252134918116300e-002
81	73	-1.550215543978347400e-002
99	73	1.550215543978347400e-002
77	74	-1.428571428571428500e+007
77	75	1.106239070126813000e-002
80	75	-1.106239070126813000e-002
77	76	-1.111166513550025400e-001
80	76	1.111166513550025400e-001
80	77	-8.552532870793086900e-009
91	77	2.103919982006144700e-007
80	78	1.000008063262756200e+000
81	78	-1.000008063262756200e+000
80	79	-1.016302171017653000e-002
81	79	1.016302171017653000e-002
81	80	-8.921013027201097900e-001
91	80	2.654302561490671200e+000
92	80	2.654302538789661300e+000
91	81	1.750642532080488000e+001
92	81	3.713023372029098800e+001
94	81	1.962380854921037700e+001
99	81	-2.883547917036190500e-001
95	82	-1.611847920269658700e-002
95	83	3.489561017057447900e-002
